ParticipantID,MotionParallax,TrialNumber,Time,headPositionX,headPositionY,headPositionZ,headRotationX,headRotationY,headRotationZ
sef,1,1,7.060013,0.04059616,2.893511,-15.43778,356.8167,0.8317523,0.4511058,
sef,1,1,7.07138,0.04057636,2.893655,-15.43785,356.813,0.8135378,0.4404828,
sef,1,1,7.082237,0.04055338,2.893658,-15.43779,356.8226,0.8211642,0.4592028,
sef,1,1,7.093496,0.04055127,2.893467,-15.43771,356.806,0.8206232,0.4605859,
sef,1,1,7.105954,0.04054366,2.893473,-15.43771,356.8065,0.8264623,0.4592078,
sef,1,1,7.115615,0.04066131,2.893427,-15.4377,356.8104,0.8205543,0.4642834,
sef,1,1,7.127218,0.04067681,2.893435,-15.4377,356.8083,0.8164707,0.4637448,
sef,1,1,7.138044,0.04055253,2.893503,-15.43783,356.7902,0.8335961,0.4737555,
sef,1,1,7.148784,0.04055487,2.893516,-15.43785,356.7978,0.8282635,0.4717208,
sef,1,1,7.160028,0.04053321,2.893355,-15.43777,356.7858,0.8336145,0.4885093,
sef,1,1,7.171126,0.04054663,2.893466,-15.43771,356.7983,0.8370112,0.4878639,
sef,1,1,7.182402,0.04054441,2.893461,-15.43771,356.801,0.8309119,0.4904775,
sef,1,1,7.194418,0.04080226,2.893047,-15.43744,356.8087,0.834081,0.4792039,
sef,1,1,7.204635,0.04078759,2.893032,-15.43744,356.8127,0.8372981,0.4720276,
sef,1,1,7.215711,0.0409159,2.892896,-15.4374,356.8143,0.8435461,0.4617339,
sef,1,1,7.226724,0.04093245,2.892871,-15.43741,356.801,0.83903,0.4623889,
sef,1,1,7.237807,0.04082585,2.892782,-15.43742,356.8012,0.8350211,0.4804986,
sef,1,1,7.249724,0.04072161,2.892932,-15.43754,356.7935,0.8297581,0.481309,
sef,1,1,7.260102,0.04072805,2.892895,-15.43751,356.8087,0.8333884,0.4883233,
sef,1,1,7.27105,0.04076502,2.892831,-15.43745,356.809,0.8401707,0.4877583,
sef,1,1,7.284201,0.04077093,2.892824,-15.43746,356.8081,0.8367509,0.487694,
sef,1,1,7.293813,0.04074334,2.892942,-15.43752,356.8005,0.8301134,0.4887449,
sef,1,1,7.30444,0.04073805,2.89293,-15.43752,356.8054,0.8284382,0.4790754,
sef,1,1,7.315301,0.04093087,2.892705,-15.43733,356.8173,0.8368778,0.4775812,
sef,1,1,7.326371,0.04092909,2.892687,-15.43733,356.8078,0.8395674,0.4732726,
sef,1,1,7.337855,0.04089275,2.892706,-15.43735,356.7968,0.8390493,0.4844368,
sef,1,1,7.349095,0.04089073,2.892704,-15.43736,356.8021,0.8413061,0.4798819,
sef,1,1,7.35982,0.04082585,2.892846,-15.43751,356.7997,0.8332069,0.4779251,
sef,1,1,7.372727,0.0407158,2.892946,-15.43755,356.8031,0.8442549,0.4762845,
sef,1,1,7.382178,0.04072253,2.892941,-15.43756,356.8017,0.8372008,0.4805095,
sef,1,1,7.393192,0.04077319,2.893001,-15.43756,356.7981,0.8353871,0.4837416,
sef,1,1,7.404284,0.04079127,2.892998,-15.43756,356.8038,0.8268502,0.4813246,
sef,1,1,7.41512,0.04066968,2.892963,-15.43745,356.8062,0.8323402,0.5008987,
sef,1,1,7.42634,0.0406596,2.892942,-15.43745,356.7979,0.8325818,0.4936247,
sef,1,1,7.437625,0.04078947,2.892975,-15.43751,356.7877,0.831016,0.4922813,
sef,1,1,7.450323,0.04079372,2.892982,-15.43751,356.7913,0.8252753,0.4897752,
sef,1,1,7.460446,0.04081555,2.893036,-15.43758,356.7884,0.8187833,0.4981487,
sef,1,1,7.471271,0.04079872,2.893047,-15.43759,356.7865,0.8193715,0.4953989,
sef,1,1,7.482706,0.04077429,2.893055,-15.43761,356.7856,0.8262003,0.4934072,
sef,1,1,7.493305,0.04066461,2.893052,-15.43769,356.7737,0.8417345,0.496711,
sef,1,1,7.504166,0.04067603,2.89305,-15.4377,356.776,0.8263186,0.5040835,
sef,1,1,7.515328,0.04081707,2.893444,-15.43775,356.7799,0.8349127,0.4770063,
sef,1,1,7.526725,0.04082352,2.893462,-15.43776,356.7747,0.8376122,0.4838656,
sef,1,1,7.537492,0.0407552,2.893238,-15.43751,356.7908,0.8412692,0.495182,
sef,1,1,7.548585,0.04074065,2.893235,-15.43751,356.7902,0.8481291,0.5018367,
sef,1,1,7.559683,0.04075066,2.892978,-15.43734,356.8011,0.8531556,0.4949229,
sef,1,1,7.570733,0.0406493,2.893123,-15.4375,356.7878,0.8528453,0.4981443,
sef,1,1,7.581785,0.04064208,2.893138,-15.4375,356.7909,0.850394,0.4985994,
sef,1,1,7.592923,0.04062592,2.893128,-15.4375,356.7754,0.8510944,0.4993859,
sef,1,1,7.604326,0.04061592,2.893141,-15.4375,356.7856,0.8492108,0.4990904,
sef,1,1,7.615156,0.04085813,2.89296,-15.43744,356.7868,0.8511113,0.4781534,
sef,1,1,7.626817,0.04085156,2.892966,-15.43745,356.7892,0.8589075,0.4802481,
sef,1,1,7.637364,0.04085265,2.89297,-15.43746,356.7844,0.8620364,0.4827303,
sef,1,1,7.648731,0.04086879,2.892972,-15.43746,356.7834,0.8513945,0.4835092,
sef,1,1,7.659881,0.0409933,2.892722,-15.43727,356.7981,0.8475051,0.4820122,
sef,1,1,7.670881,0.04068302,2.89294,-15.43751,356.7928,0.850605,0.4908863,
sef,1,1,7.681953,0.04069114,2.892948,-15.43752,356.7827,0.8437377,0.4990652,
sef,1,1,7.693062,0.04072155,2.893047,-15.43754,356.7837,0.8528116,0.4892579,
sef,1,1,7.7045,0.04074556,2.893066,-15.43754,356.7896,0.8412281,0.4928063,
sef,1,1,7.715307,0.04078197,2.893004,-15.43748,356.7896,0.8505939,0.4853966,
sef,1,1,7.726531,0.04079283,2.892999,-15.43747,356.7807,0.844622,0.4955558,
sef,1,1,7.737544,0.04094218,2.892896,-15.43725,356.7867,0.8433276,0.4846376,
sef,1,1,7.748834,0.04084228,2.892795,-15.43728,356.7832,0.8401451,0.4883417,
sef,1,1,7.759757,0.04082832,2.892788,-15.43728,356.7877,0.8466031,0.4907512,
sef,1,1,7.771117,0.04093402,2.892664,-15.43723,356.8013,0.8458263,0.4754908,
sef,1,1,7.782993,0.04093019,2.892633,-15.43721,356.7851,0.847239,0.4776286,
sef,1,1,7.7948,0.04093182,2.892638,-15.43721,356.7998,0.8482922,0.4892955,
sef,1,1,7.804615,0.04094164,2.892613,-15.4372,356.7955,0.8463057,0.4875794,
sef,1,1,7.815983,0.04074346,2.892906,-15.43756,356.7909,0.838331,0.4932424,
sef,1,1,7.82662,0.0407424,2.892897,-15.43758,356.7816,0.8414817,0.4890361,
sef,1,1,7.837955,0.04070443,2.892956,-15.43754,356.7762,0.8398941,0.4919685,
sef,1,1,7.851066,0.04070237,2.892961,-15.43755,356.7791,0.8431986,0.4975446,
sef,1,1,7.860123,0.04081008,2.892945,-15.43742,356.801,0.8461081,0.4891095,
sef,1,1,7.870162,0.04106129,2.892645,-15.43733,356.8041,0.8437058,0.474048,
sef,1,1,7.881217,0.04107426,2.892632,-15.43734,356.7949,0.8460615,0.4823811,
sef,1,1,7.892446,0.04079553,2.892708,-15.43736,356.7851,0.8407078,0.502348,
sef,1,1,7.903607,0.04078773,2.892689,-15.43736,356.7828,0.8440558,0.5024646,
sef,1,1,7.91484,0.04082104,2.892705,-15.43733,356.8003,0.8479844,0.5043307,
sef,1,1,7.925646,0.04081745,2.892682,-15.43733,356.7885,0.8416311,0.4996731,
sef,1,1,7.936803,0.04091699,2.892647,-15.43724,356.8033,0.8507467,0.4885119,
sef,1,1,7.947936,0.04091654,2.892624,-15.43723,356.7928,0.8502346,0.4864534,
sef,1,1,7.959316,0.04080723,2.892733,-15.43734,356.793,0.8424475,0.4958616,
sef,1,1,7.970104,0.04078809,2.893,-15.4376,356.7953,0.8340162,0.4810036,
sef,1,1,7.981609,0.04076546,2.892982,-15.43761,356.7861,0.8508295,0.4769294,
sef,1,1,7.992507,0.04088603,2.892794,-15.4374,356.8037,0.842421,0.4851172,
sef,1,1,8.003712,0.04089272,2.892791,-15.4374,356.8075,0.8419092,0.4931395,
sef,1,1,8.014725,0.04069727,2.893055,-15.43754,356.8073,0.8480908,0.4784262,
sef,1,1,8.025785,0.04070703,2.893069,-15.43755,356.8095,0.8353883,0.4842438,
sef,1,1,8.036777,0.04083361,2.892943,-15.43748,356.8012,0.842308,0.4665249,
sef,1,1,8.047834,0.0408142,2.892952,-15.43748,356.8054,0.8508874,0.4755727,
sef,1,1,8.059441,0.04081833,2.892961,-15.43749,356.809,0.8437335,0.4657634,
sef,1,1,8.070101,0.04065316,2.893085,-15.4375,356.8109,0.8585811,0.4776855,
sef,1,1,8.081147,0.04064969,2.893097,-15.4375,356.8086,0.85133,0.4853511,
sef,1,1,8.092308,0.04062856,2.893281,-15.43764,356.8065,0.8555449,0.4838756,
sef,1,1,8.103705,0.04062441,2.893285,-15.43765,356.8061,0.8522867,0.4850496,
sef,1,1,8.114724,0.04039831,2.893509,-15.43794,356.8042,0.8562503,0.488925,
sef,1,1,8.126112,0.04038723,2.893517,-15.43797,356.7964,0.8530322,0.4936599,
sef,1,1,8.136787,0.04050882,2.893621,-15.438,356.7882,0.8539484,0.4784398,
sef,1,1,8.148634,0.04049193,2.893648,-15.43803,356.7939,0.8583696,0.4847888,
sef,1,1,8.158871,0.04048003,2.893656,-15.43806,356.792,0.8537564,0.48451,
sef,1,1,8.170261,0.04048884,2.8937,-15.43799,356.8019,0.8487532,0.4751434,
sef,1,1,8.181358,0.04047583,2.893723,-15.43801,356.7984,0.8460734,0.4791796,
sef,1,1,8.192331,0.04052778,2.893553,-15.43782,356.8041,0.8644325,0.4805069,
sef,1,1,8.203384,0.04051588,2.893581,-15.43784,356.8121,0.8624898,0.4828356,
sef,1,1,8.214579,0.04046754,2.893686,-15.43781,356.812,0.8668439,0.4789966,
sef,1,1,8.225656,0.04046216,2.893693,-15.43782,356.7976,0.8664685,0.489597,
sef,1,1,8.236907,0.04040343,2.8939,-15.43793,356.8033,0.8640097,0.4868079,
sef,1,1,8.248055,0.04040903,2.893956,-15.43795,356.8224,0.8544176,0.4886046,
sef,1,1,8.259394,0.04038905,2.893971,-15.43795,356.8157,0.8597178,0.4848661,
sef,1,1,8.270817,0.04068903,2.893952,-15.43776,356.8258,0.8485886,0.4815981,
sef,1,1,8.281754,0.04067719,2.893971,-15.43775,356.8174,0.8601226,0.479122,
sef,1,1,8.293228,0.04047875,2.894242,-15.43807,356.8129,0.8595045,0.4860359,
sef,1,1,8.304105,0.04046597,2.894268,-15.43808,356.8176,0.8619126,0.4820258,
sef,1,1,8.315149,0.04049325,2.893852,-15.4379,356.8162,0.8487392,0.4820776,
sef,1,1,8.326091,0.04047327,2.893862,-15.43791,356.81,0.856742,0.485285,
sef,1,1,8.33734,0.04029131,2.893989,-15.4382,356.7973,0.8487419,0.4962297,
sef,1,1,8.348371,0.04034338,2.894042,-15.43817,356.8048,0.8406289,0.4951946,
sef,1,1,8.359437,0.04031827,2.894048,-15.43819,356.807,0.8487005,0.4946184,
sef,1,1,8.370658,0.04049303,2.893815,-15.43785,356.8291,0.8550397,0.4856959,
sef,1,1,8.381686,0.04049504,2.893824,-15.43784,356.8241,0.8528214,0.4872251,
sef,1,1,8.393191,0.04042337,2.893698,-15.43789,356.8228,0.8620586,0.4908838,
sef,1,1,8.403872,0.04042948,2.893714,-15.4379,356.8245,0.853727,0.4904433,
sef,1,1,8.414946,0.04058354,2.893428,-15.43771,356.8308,0.8540484,0.4769571,
sef,1,1,8.426414,0.04060464,2.893441,-15.43771,356.8281,0.8439742,0.4845752,
sef,1,1,8.437252,0.04042659,2.893615,-15.43797,356.8184,0.8547367,0.4838682,
sef,1,1,8.449278,0.04036096,2.893866,-15.43812,356.8215,0.8372195,0.4798514,
sef,1,1,8.459765,0.04039426,2.893851,-15.4382,356.8185,0.8356839,0.4783305,
sef,1,1,8.470575,0.04038272,2.893867,-15.43823,356.8193,0.8428895,0.4830264,
sef,1,1,8.481874,0.04038564,2.893876,-15.43824,356.8162,0.8371952,0.4797875,
sef,1,1,8.493072,0.04040015,2.893814,-15.43801,356.8307,0.8405292,0.4819296,
sef,1,1,8.504096,0.04040537,2.893821,-15.43801,356.8356,0.8319163,0.4783027,
sef,1,1,8.516583,0.04036904,2.893905,-15.43795,356.8407,0.8514196,0.4852352,
sef,1,1,8.527933,0.04037374,2.893922,-15.43795,356.8333,0.8453103,0.4820451,
sef,1,1,8.537352,0.04038495,2.893797,-15.43794,356.8331,0.8402675,0.476364,
sef,1,1,8.548209,0.04037904,2.893819,-15.43794,356.8402,0.8423721,0.4714394,
sef,1,1,8.55955,0.04039387,2.893827,-15.43794,356.844,0.8348821,0.4766418,
sef,1,1,8.570374,0.04062725,2.893291,-15.43753,356.8508,0.8304299,0.4709061,
sef,1,1,8.581815,0.04062583,2.893304,-15.43752,356.8525,0.8331344,0.4717662,
sef,1,1,8.592758,0.04047343,2.893322,-15.43779,356.8311,0.8479459,0.4834407,
sef,1,1,8.603845,0.04048296,2.8933,-15.4378,356.831,0.8429478,0.4825557,
sef,1,1,8.61524,0.04059783,2.893145,-15.43762,356.8416,0.8403599,0.4676425,
sef,1,1,8.626125,0.04060233,2.893146,-15.43763,356.8398,0.8459718,0.4640008,
sef,1,1,8.637281,0.04060879,2.893136,-15.43763,356.8354,0.8472336,0.4708224,
sef,1,1,8.648154,0.04043456,2.893276,-15.43785,356.8213,0.8374857,0.4675178,
sef,1,1,8.659837,0.04043701,2.893285,-15.43787,356.8372,0.8394992,0.4722724,
sef,1,1,8.670392,0.04035589,2.89328,-15.43778,356.8378,0.8506461,0.4851838,
sef,1,1,8.683936,0.04035323,2.893279,-15.43779,356.8325,0.8498912,0.4899431,
sef,1,1,8.692563,0.04031987,2.893616,-15.43805,356.8336,0.8448119,0.4787503,
sef,1,1,8.70337,0.04031756,2.893608,-15.43805,356.8245,0.8436104,0.4853598,
sef,1,1,8.714355,0.04027072,2.893919,-15.43819,356.8391,0.8372011,0.4793664,
sef,1,1,8.725717,0.04025855,2.893935,-15.43821,356.8339,0.8427076,0.4839196,
sef,1,1,8.736695,0.04025289,2.89395,-15.43822,356.8276,0.8415621,0.4867137,
sef,1,1,8.748046,0.04023223,2.893967,-15.43824,356.8246,0.8513011,0.4811187,
sef,1,1,8.758759,0.04031872,2.893785,-15.43796,356.8428,0.8510218,0.4761301,
sef,1,1,8.769931,0.04034655,2.893744,-15.4379,356.8453,0.8398605,0.4826735,
sef,1,1,8.780994,0.04034638,2.89374,-15.4379,356.8307,0.8373318,0.4872509,
sef,1,1,8.792049,0.04036368,2.893854,-15.43796,356.8342,0.844598,0.4798082,
sef,1,1,8.803226,0.04036085,2.893868,-15.43797,356.8373,0.8471959,0.4751699,
sef,1,1,8.814631,0.04029007,2.894016,-15.43805,356.8469,0.8452671,0.484785,
sef,1,1,8.825566,0.04021836,2.893984,-15.43808,356.839,0.8486931,0.48903,
sef,1,1,8.83661,0.04021071,2.894099,-15.4382,356.828,0.8542519,0.4847996,
sef,1,1,8.848138,0.04015061,2.894291,-15.43821,356.8457,0.8543165,0.4819116,
sef,1,1,8.858689,0.04014979,2.894326,-15.43822,356.8463,0.8519709,0.4851128,
sef,1,1,8.869968,0.04013945,2.894345,-15.43824,356.8456,0.8559606,0.484861,
sef,1,1,8.881001,0.04013248,2.894363,-15.43826,356.8425,0.8543518,0.4886195,
sef,1,1,8.892273,0.04020102,2.894394,-15.43833,356.8389,0.8420675,0.4803342,
sef,1,1,8.903949,0.04019392,2.894423,-15.43835,356.8474,0.8418903,0.4804932,
sef,1,1,8.914159,0.04033168,2.894209,-15.43815,356.8535,0.8438407,0.4749033,
sef,1,1,8.925301,0.0404425,2.894301,-15.43811,356.8568,0.84947,0.4708897,
sef,1,1,8.936792,0.04042776,2.894289,-15.43806,356.8532,0.8466007,0.4739211,
sef,1,1,8.947485,0.04032313,2.894168,-15.43811,356.861,0.8446164,0.483491,
sef,1,1,8.958797,0.04032563,2.894181,-15.43811,356.86,0.8478422,0.4816308,
sef,1,1,8.969856,0.04032756,2.893938,-15.43805,356.8507,0.8404632,0.4778016,
sef,1,1,8.980793,0.0403355,2.893965,-15.43805,356.8557,0.8392769,0.4859013,
sef,1,1,8.992,0.04035259,2.894104,-15.4382,356.8384,0.8345493,0.4839365,
sef,1,1,9.003215,0.04035236,2.894129,-15.43821,356.8509,0.8367888,0.4817495,
sef,1,1,9.014201,0.04028115,2.894228,-15.43825,356.8517,0.8232712,0.4850652,
sef,1,1,9.025332,0.04033192,2.89395,-15.43813,356.8443,0.8265145,0.4876323,
sef,1,1,9.036399,0.04030248,2.89394,-15.43806,356.8476,0.8315231,0.493814,
sef,1,1,9.047774,0.04020922,2.894156,-15.43826,356.841,0.8325784,0.4897669,
sef,1,1,9.058701,0.04020649,2.894169,-15.43826,356.8486,0.8261251,0.4801644,
sef,1,1,9.069885,0.040465,2.893898,-15.43802,356.8548,0.8345532,0.4687654,
sef,1,1,9.081134,0.0404687,2.893901,-15.43802,356.8438,0.8413816,0.4741557,
sef,1,1,9.092433,0.04054904,2.893421,-15.43768,356.8566,0.8414159,0.4647241,
sef,1,1,9.103711,0.04054131,2.89343,-15.43766,356.8651,0.8558933,0.467772,
sef,1,1,9.115202,0.04042473,2.893367,-15.43764,356.8654,0.8467646,0.4714039,
sef,1,1,9.12614,0.04043767,2.89337,-15.43762,356.8642,0.845172,0.4736617,
sef,1,1,9.136981,0.0404431,2.893561,-15.43779,356.8499,0.8581655,0.4750163,
sef,1,1,9.148009,0.04046021,2.893378,-15.43776,356.8402,0.8547242,0.4692965,
sef,1,1,9.159449,0.0404658,2.893378,-15.43776,356.8466,0.8597795,0.4741148,
sef,1,1,9.170659,0.04039271,2.893499,-15.43782,356.853,0.849806,0.4774522,
sef,1,1,9.182068,0.04038515,2.893482,-15.43781,356.8404,0.8545532,0.4772462,
sef,1,1,9.193176,0.04038297,2.893564,-15.43786,356.8373,0.8451151,0.4760153,
sef,1,1,9.204224,0.04052768,2.893234,-15.43764,356.855,0.8501433,0.4711857,
sef,1,1,9.214811,0.04054166,2.893143,-15.43759,356.8636,0.8509409,0.4684637,
sef,1,1,9.225723,0.0404072,2.892888,-15.43754,356.8509,0.852285,0.4922408,
sef,1,1,9.236905,0.04040368,2.89287,-15.43753,356.8512,0.8520789,0.4928264,
sef,1,1,9.24811,0.04040971,2.892824,-15.4375,356.8451,0.8463212,0.4890872,
sef,1,1,9.259095,0.04040609,2.892811,-15.43749,356.8553,0.8492548,0.4913958,
sef,1,1,9.27018,0.04040191,2.892788,-15.43749,356.8488,0.8488297,0.4896015,
sef,1,1,9.281174,0.04041535,2.892771,-15.43749,356.8491,0.8357245,0.4929399,
sef,1,1,9.292738,0.04049623,2.8929,-15.43756,356.8469,0.8436953,0.490061,
sef,1,1,9.303546,0.04050012,2.892869,-15.43755,356.8448,0.8452365,0.4918848,
sef,1,1,9.315155,0.04048754,2.892997,-15.43771,356.8474,0.8395572,0.4911422,
sef,1,1,9.32589,0.04044533,2.893193,-15.43786,356.8381,0.8432498,0.4876181,
sef,1,1,9.337206,0.04045005,2.893182,-15.43787,356.8324,0.8425311,0.4908621,
sef,1,1,9.347919,0.04053309,2.893078,-15.43768,356.837,0.8440822,0.4821005,
sef,1,1,9.359416,0.04053737,2.893071,-15.43769,356.8457,0.844568,0.4756952,
sef,1,1,9.370355,0.04049804,2.893063,-15.43765,356.8543,0.8449772,0.4826247,
sef,1,1,9.382627,0.04051019,2.893055,-15.43765,356.8513,0.8436541,0.4835877,
sef,1,1,9.392491,0.04047886,2.893286,-15.4378,356.8301,0.8445042,0.4840114,
sef,1,1,9.404052,0.04048686,2.893275,-15.43781,356.8375,0.8471729,0.4850633,
sef,1,1,9.415195,0.04049826,2.893276,-15.43781,356.8511,0.8441179,0.4862764,
sef,1,1,9.425654,0.04047719,2.893035,-15.43756,356.8529,0.8417423,0.4919561,
sef,1,1,9.437633,0.04048174,2.893017,-15.43755,356.8487,0.8389148,0.4867362,
sef,1,1,9.448167,0.04042239,2.893244,-15.4378,356.8354,0.8447773,0.4847742,
sef,1,1,9.459184,0.04043321,2.893242,-15.43781,356.8409,0.8357765,0.4813863,
sef,1,1,9.470133,0.04038451,2.893342,-15.43788,356.8429,0.838787,0.4836552,
sef,1,1,9.481313,0.04038176,2.893332,-15.43788,356.834,0.8401543,0.4908411,
sef,1,1,9.492391,0.04031508,2.893203,-15.4378,356.8228,0.8407876,0.4979875,
sef,1,1,9.50351,0.0403064,2.893204,-15.43781,356.8287,0.8429954,0.5025144,
sef,1,1,9.515007,0.04030719,2.893474,-15.43787,356.8374,0.8372203,0.5003287,
sef,1,1,9.52789,0.04034315,2.893572,-15.43787,356.8343,0.8410189,0.5045329,
sef,1,1,9.538383,0.04034098,2.893588,-15.43787,356.8342,0.8411251,0.5030257,
sef,1,1,9.548622,0.04028314,2.893469,-15.43785,356.8299,0.8466702,0.5224991,
sef,1,1,9.558975,0.04028391,2.893406,-15.43785,356.822,0.8542535,0.5179707,
sef,1,1,9.570086,0.04027472,2.893412,-15.43786,356.8292,0.8519961,0.5130849,
sef,1,1,9.581212,0.04027769,2.893414,-15.43786,356.8239,0.8452201,0.5158151,
sef,1,1,9.59233,0.04039584,2.893628,-15.43795,356.8163,0.8483576,0.5118511,
sef,1,1,9.603474,0.04040848,2.893639,-15.43795,356.8204,0.8400925,0.5114879,
sef,1,1,9.614501,0.04052536,2.893733,-15.43781,356.8233,0.84447,0.5100939,
sef,1,1,9.626075,0.04042543,2.893337,-15.43769,356.8169,0.846406,0.5134043,
sef,1,1,9.636756,0.0404154,2.893345,-15.43768,356.8212,0.8564962,0.5103763,
sef,1,1,9.647863,0.0404027,2.893242,-15.43764,356.8217,0.8544961,0.5152757,
sef,1,1,9.65976,0.04040287,2.893246,-15.43763,356.8224,0.8551806,0.5209144,
sef,1,1,9.670542,0.0402872,2.893245,-15.43774,356.817,0.8607806,0.5157634,
sef,1,1,9.681832,0.04028376,2.893241,-15.43773,356.8082,0.8593825,0.5256249,
sef,1,1,9.692444,0.04029917,2.893173,-15.43771,356.7962,0.8560956,0.5362602,
sef,1,1,9.703413,0.04012814,2.893406,-15.43789,356.7968,0.8591109,0.5456726,
sef,1,1,9.714493,0.04015155,2.89325,-15.43782,356.7938,0.854404,0.5483025,
sef,1,1,9.725622,0.04051618,2.893055,-15.43764,356.7955,0.8558807,0.5240912,
sef,1,1,9.736718,0.04050311,2.893046,-15.43763,356.7902,0.862114,0.5288377,
sef,1,1,9.749393,0.04058717,2.893093,-15.43766,356.7986,0.8592839,0.5136811,
sef,1,1,9.760613,0.04059552,2.893085,-15.43765,356.7955,0.8579325,0.5090574,
sef,1,1,9.771792,0.04040419,2.892956,-15.43762,356.7919,0.8670366,0.5271468,
sef,1,1,9.78293,0.04039619,2.892954,-15.43762,356.7929,0.8652756,0.5322481,
sef,1,1,9.794288,0.04045736,2.892917,-15.43754,356.8037,0.8661166,0.5320171,
sef,1,1,9.805252,0.04048474,2.892879,-15.43752,356.8008,0.8644295,0.5361694,
sef,1,1,9.815497,0.04048022,2.892842,-15.43749,356.7988,0.8644259,0.5253013,
sef,1,1,9.82673,0.04047475,2.892827,-15.43749,356.7856,0.8657122,0.5386676,
sef,1,1,9.838199,0.04045938,2.892828,-15.43749,356.7849,0.8675394,0.5330799,
sef,1,1,9.850185,0.04060467,2.892979,-15.43744,356.8,0.8675933,0.5249738,
sef,1,1,9.858763,0.04060216,2.892979,-15.43743,356.7984,0.8681049,0.5202444,
sef,1,1,9.869118,0.04044626,2.893002,-15.43742,356.8054,0.8588837,0.5362262,
sef,1,1,9.880259,0.04041859,2.892987,-15.43741,356.7943,0.8666971,0.5321174,
sef,1,1,9.891335,0.0403043,2.892862,-15.43745,356.7799,0.8738708,0.5463564,
sef,1,1,9.902427,0.04039781,2.89303,-15.43756,356.7883,0.8709479,0.5481371,
sef,1,1,9.913608,0.04038787,2.893026,-15.43757,356.7908,0.8734009,0.5504092,
sef,1,1,9.926244,0.04059685,2.892694,-15.43738,356.7801,0.8656192,0.5321795,
sef,1,1,9.937229,0.04057669,2.892689,-15.43738,356.7838,0.8752652,0.5379757,
sef,1,1,9.948294,0.04070301,2.892466,-15.43724,356.7833,0.8799654,0.5228816,
sef,1,1,9.959333,0.04073735,2.892457,-15.43723,356.7919,0.8662778,0.5161905,
sef,1,1,9.970575,0.04077652,2.892528,-15.43716,356.8023,0.8759945,0.521605,
sef,1,1,9.982623,0.04078856,2.892504,-15.43714,356.7987,0.8750915,0.5138877,
sef,1,1,9.993155,0.04071078,2.892222,-15.43713,356.7978,0.8721237,0.5185674,
sef,1,1,10.00405,0.04065786,2.89211,-15.43711,356.7979,0.8688809,0.5287194,
sef,1,1,10.01516,0.04066117,2.892083,-15.4371,356.8002,0.8657826,0.529719,
sef,1,1,10.02619,0.04065667,2.892059,-15.4371,356.803,0.8611096,0.531848,
sef,1,1,10.03559,0.04064361,2.89202,-15.43708,356.7927,0.8646002,0.5306894,
sef,1,1,10.04673,0.0406856,2.891912,-15.43701,356.7957,0.8571845,0.5369155,
sef,1,1,10.05962,0.04068865,2.891868,-15.437,356.7956,0.8527946,0.5316434,
sef,1,1,10.07043,0.04066312,2.89209,-15.43723,356.7884,0.8619854,0.5324986,
sef,1,1,10.08146,0.04066895,2.892061,-15.43722,356.7763,0.8570316,0.5293642,
sef,1,1,10.09267,0.04071124,2.891895,-15.43706,356.787,0.8548797,0.536094,
sef,1,1,10.10382,0.04065623,2.891745,-15.43711,356.7753,0.8500495,0.5560023,
sef,1,1,10.11492,0.04065746,2.891706,-15.43712,356.783,0.8453669,0.5533335,
sef,1,1,10.1262,0.04061135,2.891814,-15.43719,356.7798,0.8484681,0.5676759,
sef,1,1,10.13742,0.04060367,2.891761,-15.43719,356.7684,0.8431996,0.5655677,
sef,1,1,10.14991,0.04053176,2.892074,-15.43729,356.7745,0.8473833,0.5672011,
sef,1,1,10.16201,0.04050894,2.892056,-15.4373,356.7792,0.848958,0.5624451,
sef,1,1,10.17257,0.04063845,2.892089,-15.43728,356.7824,0.8542284,0.5616022,
sef,1,1,10.18091,0.04069149,2.892071,-15.4371,356.7818,0.8674964,0.5520547,
sef,1,1,10.19163,0.04070019,2.892056,-15.43709,356.7808,0.8624929,0.5469021,
sef,1,1,10.20287,0.04070439,2.892046,-15.43707,356.7823,0.865101,0.5512439,
sef,1,1,10.21388,0.04070264,2.892033,-15.43706,356.7848,0.867694,0.5480376,
sef,1,1,10.22373,0.0408348,2.891925,-15.43694,356.7886,0.8646863,0.5414335,
sef,1,1,10.23461,0.04088688,2.891822,-15.43693,356.7907,0.8670086,0.548286,
sef,1,1,10.24562,0.04065993,2.892059,-15.43711,356.7837,0.867826,0.5471172,
sef,1,1,10.25678,0.04066378,2.892048,-15.4371,356.7892,0.8658537,0.5501109,
sef,1,1,10.26938,0.04063896,2.892232,-15.43725,356.7906,0.849519,0.5478352,
sef,1,1,10.28152,0.04061209,2.892244,-15.43726,356.794,0.8611123,0.5474406,
sef,1,1,10.29209,0.04060474,2.892235,-15.43726,356.7839,0.8568609,0.55204,
sef,1,1,10.30264,0.04058653,2.892226,-15.43727,356.7894,0.8640255,0.5509558,
sef,1,1,10.31413,0.0404567,2.892607,-15.43744,356.7881,0.8595202,0.5484244,
sef,1,1,10.32591,0.04050973,2.892488,-15.4373,356.7924,0.8586807,0.5545728,
sef,1,1,10.33606,0.04050226,2.892495,-15.4373,356.7932,0.8512421,0.5578523,
sef,1,1,10.34712,0.04041453,2.892652,-15.43755,356.7715,0.8567063,0.5586579,
sef,1,1,10.35839,0.04039317,2.892671,-15.43758,356.783,0.8681546,0.563133,
