ParticipantID,MotionParallax,TrialNumber,Time,headPositionX,headPositionY,headPositionZ,headRotationX,headRotationY,headRotationZ
sef,1,1,3.750044,0.04102039,2.8926,-15.43732,356.9086,0.8368544,0.4824163,
sef,1,1,3.761523,0.04103132,2.892601,-15.43732,356.9198,0.8314891,0.485635,
sef,1,1,3.774606,0.04100187,2.892642,-15.43722,356.9184,0.82191,0.4812629,
sef,1,1,3.783367,0.0408386,2.892725,-15.43738,356.9056,0.8349809,0.4890125,
sef,1,1,3.794476,0.04082958,2.892729,-15.43737,356.9081,0.833445,0.4966588,
sef,1,1,3.805423,0.04106833,2.892504,-15.43712,356.9275,0.8330886,0.4818632,
sef,1,1,3.819052,0.04107179,2.892479,-15.43711,356.9209,0.8298728,0.4763801,
sef,1,1,3.8341,0.04106408,2.892573,-15.43727,356.9071,0.8137774,0.4705139,
sef,1,1,3.840685,0.04105765,2.892565,-15.43727,356.9117,0.815591,0.4795575,
sef,1,1,3.851367,0.04105984,2.892573,-15.43726,356.9275,0.8190425,0.481309,
sef,1,1,3.862358,0.04106026,2.892549,-15.43725,356.9169,0.8201748,0.4774562,
sef,1,1,3.873297,0.04119967,2.892391,-15.43705,356.9286,0.8245519,0.4685211,
sef,1,1,3.886424,0.04124774,2.892495,-15.43701,356.9284,0.8226071,0.4684224,
sef,1,1,3.895748,0.04127588,2.892487,-15.43698,356.9243,0.8216509,0.4685524,
sef,1,1,3.906771,0.04121479,2.89247,-15.43697,356.939,0.8387399,0.4682829,
sef,1,1,3.918062,0.04123547,2.892461,-15.43694,356.94,0.8362536,0.4560121,
sef,1,1,3.92925,0.04123957,2.892161,-15.43689,356.918,0.8356164,0.4592401,
sef,1,1,3.940436,0.04124188,2.892156,-15.43687,356.9195,0.838635,0.4631423,
sef,1,1,3.951392,0.04124763,2.892139,-15.43684,356.9261,0.8394586,0.4658937,
sef,1,1,3.962811,0.04125763,2.892118,-15.43682,356.9352,0.8367588,0.4614023,
sef,1,1,3.974056,0.04131027,2.891926,-15.43685,356.9346,0.8456109,0.4583293,
sef,1,1,3.985117,0.04113747,2.892104,-15.43703,356.9263,0.8330744,0.4571873,
sef,1,1,3.996064,0.04113363,2.892084,-15.43702,356.9226,0.8377789,0.4559119,
sef,1,1,4.005359,0.04109166,2.892214,-15.43715,356.9133,0.8296039,0.461985,
sef,1,1,4.016917,0.04109597,2.892208,-15.43715,356.924,0.830421,0.4589382,
sef,1,1,4.027811,0.04109051,2.892199,-15.43714,356.9233,0.8412758,0.4624715,
sef,1,1,4.040611,0.04111962,2.89219,-15.43714,356.9142,0.824297,0.4621516,
sef,1,1,4.050335,0.04100507,2.892415,-15.43723,356.9182,0.8302166,0.4665651,
sef,1,1,4.062835,0.04100516,2.892629,-15.43739,356.9062,0.8358053,0.4611466,
sef,1,1,4.07407,0.04102709,2.89263,-15.4374,356.9151,0.8248667,0.4590999,
sef,1,1,4.084783,0.04099409,2.892843,-15.43764,356.9034,0.8316366,0.4529885,
sef,1,1,4.095845,0.04099958,2.892831,-15.43766,356.8966,0.8316151,0.4542512,
sef,1,1,4.107291,0.04089199,2.893105,-15.43778,356.8976,0.8300376,0.4552965,
sef,1,1,4.11824,0.04089425,2.8931,-15.43781,356.9022,0.8254931,0.4478363,
sef,1,1,4.129322,0.04085782,2.893019,-15.43756,356.9065,0.8394479,0.453297,
sef,1,1,4.140069,0.04087237,2.893012,-15.43756,356.9065,0.8321206,0.4526851,
sef,1,1,4.153145,0.04094427,2.892925,-15.43743,356.918,0.8370761,0.4556016,
sef,1,1,4.162384,0.04094362,2.892925,-15.43743,356.9174,0.8418438,0.459484,
sef,1,1,4.172749,0.04085594,2.892766,-15.43742,356.9049,0.842957,0.4706859,
sef,1,1,4.182056,0.04081268,2.892967,-15.43752,356.9073,0.8415719,0.4632773,
sef,1,1,4.192913,0.04077704,2.893041,-15.43751,356.9048,0.8392566,0.4659025,
sef,1,1,4.203987,0.04087647,2.893016,-15.43754,356.9084,0.8383288,0.4660964,
sef,1,1,4.21679,0.04088551,2.893008,-15.43755,356.9035,0.8292942,0.4597526,
sef,1,1,4.228133,0.04073606,2.893031,-15.43771,356.8987,0.8318864,0.4774725,
sef,1,1,4.239154,0.04073237,2.893021,-15.43773,356.8952,0.8295866,0.48155,
sef,1,1,4.249995,0.04078186,2.893168,-15.43764,356.899,0.827213,0.4881488,
sef,1,1,4.266416,0.04075506,2.893159,-15.43765,356.9045,0.8353316,0.4771585,
sef,1,1,4.271864,0.0407515,2.893166,-15.43766,356.908,0.8329945,0.4819522,
sef,1,1,4.279809,0.04073661,2.893157,-15.43766,356.9013,0.8347871,0.4808006,
sef,1,1,4.290974,0.04072058,2.893155,-15.43767,356.8952,0.8372766,0.4877939,
sef,1,1,4.302142,0.04105409,2.893334,-15.43757,356.8981,0.8283118,0.4730911,
sef,1,1,4.313107,0.04104255,2.893378,-15.43755,356.9153,0.833204,0.4705485,
sef,1,1,4.324721,0.04107646,2.893428,-15.43748,356.9116,0.8184062,0.4719928,
sef,1,1,4.333818,0.04107532,2.893431,-15.43747,356.9068,0.8246132,0.4690842,
sef,1,1,4.344906,0.04088004,2.893056,-15.43737,356.8997,0.8274238,0.4731965,
sef,1,1,4.356505,0.04088676,2.893065,-15.43736,356.9108,0.8149171,0.4688753,
sef,1,1,4.367155,0.0407944,2.893205,-15.43756,356.9048,0.8303102,0.4666595,
sef,1,1,4.378605,0.04079591,2.893215,-15.43756,356.9021,0.8213599,0.4667068,
sef,1,1,4.389369,0.04098886,2.892809,-15.43736,356.9067,0.8251852,0.4560152,
sef,1,1,4.400971,0.0409007,2.892771,-15.43734,356.9069,0.8231602,0.4598708,
sef,1,1,4.4116,0.04089288,2.892765,-15.43733,356.9063,0.822988,0.4616577,
sef,1,1,4.424396,0.0408771,2.892973,-15.43761,356.8966,0.8158637,0.4481473,
sef,1,1,4.434102,0.04088243,2.892963,-15.43762,356.886,0.813697,0.4523754,
sef,1,1,4.444836,0.04096993,2.892751,-15.43742,356.9023,0.8200834,0.4460804,
sef,1,1,4.456063,0.0409816,2.892725,-15.43741,356.9118,0.8219694,0.450399,
sef,1,1,4.4671,0.04099356,2.892541,-15.43726,356.9284,0.808131,0.4569296,
sef,1,1,4.478298,0.04099861,2.8925,-15.43724,356.905,0.810716,0.4617486,
sef,1,1,4.489443,0.04087254,2.892886,-15.43751,356.9052,0.8104785,0.449472,
sef,1,1,4.501104,0.0408802,2.892872,-15.43751,356.9057,0.8131044,0.4549304,
sef,1,1,4.512112,0.04088097,2.892845,-15.4375,356.9094,0.8138185,0.4519146,
sef,1,1,4.52276,0.04086944,2.892969,-15.43751,356.9235,0.8077129,0.4572083,
sef,1,1,4.534277,0.0408457,2.892976,-15.43752,356.9082,0.8164869,0.451886,
sef,1,1,4.545204,0.0407033,2.893005,-15.43754,356.8915,0.8267915,0.4827322,
sef,1,1,4.555955,0.04069844,2.892996,-15.43753,356.9015,0.8211816,0.4808867,
sef,1,1,4.56717,0.04078313,2.893067,-15.43758,356.9039,0.8278436,0.4672819,
sef,1,1,4.578124,0.04078613,2.89306,-15.43757,356.9009,0.8263999,0.4655907,
sef,1,1,4.589786,0.04063728,2.89315,-15.43777,356.8885,0.8120703,0.4794668,
sef,1,1,4.60046,0.04075924,2.893209,-15.43767,356.8837,0.8097713,0.4775119,
sef,1,1,4.611443,0.04076435,2.893198,-15.43767,356.8846,0.8130398,0.4777926,
sef,1,1,4.622857,0.04076011,2.893358,-15.43773,356.891,0.8082927,0.4621367,
sef,1,1,4.634137,0.04076196,2.893357,-15.43774,356.8829,0.8067166,0.4632341,
sef,1,1,4.645645,0.04094044,2.893342,-15.43754,356.8887,0.8052276,0.4599689,
sef,1,1,4.656968,0.04095703,2.893026,-15.4374,356.8936,0.8051404,0.4482366,
sef,1,1,4.668204,0.04095258,2.893034,-15.4374,356.8961,0.8116531,0.4495238,
sef,1,1,4.679842,0.04083651,2.89302,-15.43747,356.8988,0.8156516,0.4551301,
sef,1,1,4.697587,0.04083447,2.893029,-15.43747,356.8961,0.8156702,0.4526856,
sef,1,1,4.704169,0.04096852,2.892977,-15.43747,356.8923,0.8209267,0.447183,
sef,1,1,4.714506,0.04098522,2.892966,-15.43746,356.8931,0.8218035,0.445617,
sef,1,1,4.724877,0.0409141,2.892745,-15.4373,356.8934,0.8175095,0.4541463,
sef,1,1,4.73639,0.04091362,2.89273,-15.43729,356.8967,0.8266388,0.4490359,
sef,1,1,4.747695,0.0408605,2.892891,-15.43744,356.8961,0.8109158,0.4429564,
sef,1,1,4.759003,0.0408497,2.892913,-15.43749,356.8868,0.8207877,0.4483784,
sef,1,1,4.772626,0.04087656,2.892876,-15.4375,356.8853,0.8106236,0.4472578,
sef,1,1,4.784081,0.04086584,2.892982,-15.43752,356.8915,0.8151548,0.455684,
sef,1,1,4.793506,0.04087565,2.893018,-15.43753,356.8788,0.8122892,0.4468615,
sef,1,1,4.805921,0.04076852,2.892926,-15.43756,356.8804,0.8226426,0.4617425,
sef,1,1,4.816669,0.04076628,2.892953,-15.43757,356.8782,0.8147633,0.4681064,
sef,1,1,4.826956,0.04074854,2.892937,-15.43758,356.8741,0.825643,0.4655111,
sef,1,1,4.838492,0.04073952,2.892898,-15.43759,356.8757,0.8295866,0.4643512,
sef,1,1,4.849759,0.04088757,2.892736,-15.43729,356.885,0.831443,0.4527651,
sef,1,1,4.860908,0.0408221,2.89288,-15.4375,356.8807,0.816506,0.4538494,
sef,1,1,4.87236,0.04082801,2.892867,-15.4375,356.8783,0.8112066,0.4555244,
sef,1,1,4.882902,0.04073786,2.893058,-15.43757,356.8784,0.8213483,0.4556803,
sef,1,1,4.902841,0.0407571,2.893046,-15.43759,356.8741,0.8152307,0.4503863,
sef,1,1,4.907415,0.04081526,2.893005,-15.4376,356.8748,0.8148239,0.4589629,
sef,1,1,4.917112,0.04081509,2.893034,-15.43762,356.8676,0.8250497,0.4596912,
sef,1,1,4.928456,0.04095521,2.893091,-15.43764,356.8646,0.8244478,0.4415451,
sef,1,1,4.939067,0.04069337,2.893109,-15.43773,356.8661,0.8264945,0.4505511,
sef,1,1,4.950053,0.04068629,2.893116,-15.43776,356.8603,0.8312337,0.4625512,
sef,1,1,4.96082,0.040851,2.892988,-15.43762,356.8685,0.819042,0.4558526,
sef,1,1,4.971937,0.04083475,2.893001,-15.43764,356.8657,0.8283237,0.4582109,
sef,1,1,4.983511,0.04082716,2.893053,-15.43762,356.8691,0.8254305,0.4566579,
sef,1,1,4.99561,0.04083102,2.893045,-15.43763,356.8701,0.8243392,0.4582628,
sef,1,1,5.006448,0.04093495,2.89292,-15.43742,356.8779,0.8189175,0.4504619,
sef,1,1,5.017066,0.04093297,2.892952,-15.43742,356.8802,0.8233043,0.4487006,
sef,1,1,5.027906,0.04091316,2.893032,-15.43764,356.8617,0.8160942,0.4552655,
sef,1,1,5.038438,0.04080039,2.893272,-15.43773,356.8671,0.8201979,0.4503915,
sef,1,1,5.049916,0.04080195,2.893301,-15.43773,356.8634,0.8247221,0.4512528,
sef,1,1,5.060802,0.04095567,2.892978,-15.43746,356.8766,0.8208594,0.4422626,
sef,1,1,5.072481,0.04096708,2.892961,-15.43746,356.8742,0.8214462,0.4477678,
sef,1,1,5.083116,0.04099325,2.892978,-15.43737,356.8733,0.8289379,0.442257,
sef,1,1,5.095494,0.04100619,2.892965,-15.43736,356.8747,0.8346209,0.4331513,
sef,1,1,5.10744,0.04078343,2.893166,-15.43752,356.8784,0.8330826,0.4455673,
sef,1,1,5.117886,0.04076714,2.893193,-15.43752,356.8772,0.8406917,0.4536546,
sef,1,1,5.12864,0.0407729,2.893073,-15.43745,356.8696,0.8264254,0.443884,
sef,1,1,5.140596,0.04063859,2.893367,-15.43775,356.8752,0.8280847,0.4443027,
sef,1,1,5.151334,0.04062595,2.893403,-15.43775,356.8593,0.8335618,0.4493176,
sef,1,1,5.162241,0.04079541,2.893104,-15.43738,356.8951,0.8264653,0.4413038,
sef,1,1,5.173621,0.04079565,2.893098,-15.43737,356.8925,0.8218946,0.4401552,
sef,1,1,5.184452,0.04075918,2.892933,-15.43732,356.8656,0.8264583,0.4589548,
sef,1,1,5.195402,0.04077619,2.89291,-15.43731,356.8649,0.8188228,0.4475459,
sef,1,1,5.204685,0.04076345,2.892953,-15.43747,356.8716,0.8242635,0.446945,
sef,1,1,5.216125,0.04079104,2.892955,-15.43747,356.8693,0.8194927,0.4480211,
sef,1,1,5.227253,0.04071131,2.892941,-15.43761,356.859,0.8262416,0.4592332,
sef,1,1,5.23822,0.04073658,2.892933,-15.43768,356.8512,0.8335607,0.4744595,
sef,1,1,5.249398,0.04073672,2.892919,-15.43769,356.8417,0.8311958,0.4657327,
sef,1,1,5.260265,0.04094569,2.892692,-15.43744,356.8714,0.8293586,0.4477653,
sef,1,1,5.271428,0.04093483,2.892689,-15.43745,356.8729,0.8394663,0.4557552,
sef,1,1,5.282518,0.04094236,2.892509,-15.43731,356.8659,0.8357568,0.4568747,
sef,1,1,5.293691,0.04095534,2.892502,-15.43732,356.8646,0.8321483,0.4574462,
sef,1,1,5.304626,0.04089355,2.892592,-15.43748,356.8557,0.8386721,0.4658821,
sef,1,1,5.317029,0.0408982,2.892599,-15.4375,356.8572,0.8382337,0.4615632,
sef,1,1,5.327839,0.04091122,2.892594,-15.43751,356.8535,0.8322105,0.4539147,
sef,1,1,5.340143,0.04073377,2.892961,-15.43762,356.8557,0.8425126,0.4588498,
sef,1,1,5.350659,0.04074926,2.892976,-15.43765,356.8614,0.8361308,0.4621432,
sef,1,1,5.361668,0.04068628,2.893232,-15.43786,356.8548,0.8390331,0.4544822,
sef,1,1,5.372905,0.04070085,2.893259,-15.43789,356.858,0.8266008,0.4586774,
sef,1,1,5.38395,0.04064779,2.893265,-15.43781,356.8501,0.8298429,0.4564884,
sef,1,1,5.395741,0.04061733,2.893284,-15.43783,356.8478,0.8401174,0.4595336,
sef,1,1,5.407851,0.04060866,2.893314,-15.43777,356.8606,0.8349782,0.4696554,
sef,1,1,5.417704,0.04059928,2.89332,-15.4378,356.8679,0.8297809,0.4582359,
sef,1,1,5.426842,0.04059319,2.893323,-15.43783,356.8609,0.8266379,0.4567023,
sef,1,1,5.437946,0.04056532,2.893339,-15.43785,356.8576,0.832922,0.4554282,
sef,1,1,5.449224,0.04057107,2.893351,-15.43787,356.8584,0.8227822,0.4584975,
sef,1,1,5.460161,0.04086731,2.893335,-15.43759,356.8833,0.8223243,0.4517003,
sef,1,1,5.471715,0.04085356,2.893358,-15.43758,356.8773,0.8361539,0.4525137,
sef,1,1,5.484032,0.04067384,2.893508,-15.43771,356.8692,0.829135,0.4647674,
sef,1,1,5.495409,0.04068483,2.893548,-15.43773,356.8712,0.8171958,0.4604013,
sef,1,1,5.505174,0.04073629,2.893088,-15.43759,356.8734,0.8346664,0.459724,
sef,1,1,5.51563,0.04072633,2.893099,-15.4376,356.8754,0.8362699,0.4559152,
sef,1,1,5.526859,0.04072541,2.893112,-15.43761,356.871,0.8293001,0.4608017,
sef,1,1,5.538195,0.0409224,2.893182,-15.43755,356.87,0.8231345,0.4492401,
sef,1,1,5.549058,0.04086215,2.893207,-15.43749,356.8755,0.8311028,0.4499537,
sef,1,1,5.560201,0.0406394,2.893299,-15.43769,356.8749,0.8313445,0.459528,
sef,1,1,5.571241,0.04063004,2.893308,-15.43769,356.8792,0.8261095,0.4590332,
sef,1,1,5.582265,0.0405971,2.893376,-15.43777,356.8765,0.8239685,0.4564362,
sef,1,1,5.593434,0.04058333,2.893389,-15.43778,356.8734,0.8228399,0.45761,
sef,1,1,5.605025,0.04055753,2.893402,-15.43779,356.8714,0.8298746,0.4557435,
sef,1,1,5.615552,0.04051424,2.893577,-15.43791,356.8696,0.8185695,0.4439959,
sef,1,1,5.627177,0.04049644,2.89358,-15.43792,356.8597,0.8187302,0.4475471,
sef,1,1,5.63788,0.04057189,2.893604,-15.43796,356.8632,0.8132684,0.4451385,
sef,1,1,5.649591,0.04056029,2.893622,-15.43798,356.8633,0.8138695,0.4439417,
sef,1,1,5.660264,0.04041552,2.893772,-15.43796,356.8729,0.8186247,0.4464985,
sef,1,1,5.671809,0.04041102,2.89378,-15.43797,356.8633,0.8075732,0.4517106,
sef,1,1,5.682457,0.04054058,2.893597,-15.43792,356.8586,0.8144874,0.4451322,
sef,1,1,5.693635,0.04053624,2.89362,-15.43794,356.871,0.805526,0.444597,
sef,1,1,5.704799,0.04040689,2.893998,-15.43817,356.8703,0.8123933,0.4406263,
sef,1,1,5.715918,0.04045403,2.894041,-15.43814,356.8695,0.8158527,0.4356669,
sef,1,1,5.726905,0.04043822,2.894071,-15.43816,356.8629,0.8147821,0.4368414,
sef,1,1,5.73801,0.04046489,2.894106,-15.43822,356.8513,0.8012365,0.4369653,
sef,1,1,5.74881,0.04044393,2.894117,-15.43824,356.8553,0.8075471,0.4414865,
sef,1,1,5.760129,0.04038692,2.893856,-15.4381,356.8603,0.814932,0.4617712,
sef,1,1,5.771303,0.04035801,2.893867,-15.43813,356.8562,0.8178994,0.4463224,
sef,1,1,5.784193,0.0403814,2.894044,-15.4382,356.8449,0.8123454,0.4522064,
sef,1,1,5.79472,0.04037466,2.89408,-15.43822,356.8557,0.8043789,0.4413769,
sef,1,1,5.805055,0.04036609,2.894091,-15.43824,356.8568,0.8052449,0.4542677,
sef,1,1,5.815971,0.04035843,2.8941,-15.43826,356.8599,0.8003265,0.4408534,
sef,1,1,5.82714,0.0403327,2.894132,-15.4383,356.8651,0.8089247,0.4480111,
sef,1,1,5.839206,0.04052433,2.894351,-15.4383,356.8468,0.7950242,0.4413528,
sef,1,1,5.849452,0.04052626,2.89412,-15.43811,356.8558,0.7995028,0.4503499,
sef,1,1,5.860416,0.04057902,2.893809,-15.438,356.8694,0.7914517,0.4429966,
sef,1,1,5.872188,0.04056757,2.893834,-15.43802,356.8772,0.7942067,0.4420446,
sef,1,1,5.882589,0.04058865,2.893826,-15.43797,356.8602,0.7893109,0.4474255,
sef,1,1,5.893754,0.04057958,2.893837,-15.43798,356.8545,0.7906945,0.4415334,
sef,1,1,5.904759,0.04053818,2.893503,-15.43777,356.8531,0.7935509,0.4591993,
sef,1,1,5.916544,0.0406055,2.893592,-15.43785,356.8544,0.7841153,0.4496814,
sef,1,1,5.927423,0.04060428,2.893603,-15.43786,356.8542,0.7833221,0.4471119,
sef,1,1,5.940093,0.04061746,2.893703,-15.43781,356.8605,0.79265,0.4614438,
sef,1,1,5.949806,0.04060949,2.89372,-15.43781,356.8546,0.7930422,0.4567282,
sef,1,1,5.960961,0.04058962,2.893754,-15.43785,356.8591,0.7965314,0.4588479,
sef,1,1,5.971581,0.04059798,2.893772,-15.43785,356.858,0.7896516,0.452677,
sef,1,1,5.98298,0.04056574,2.893573,-15.43781,356.8405,0.7921065,0.4719215,
sef,1,1,5.994405,0.04056084,2.893568,-15.43781,356.8295,0.7921789,0.483633,
sef,1,1,6.004878,0.04063575,2.893435,-15.43766,356.8417,0.7988443,0.4750721,
sef,1,1,6.016086,0.0408543,2.893525,-15.43757,356.8407,0.7950332,0.4577719,
sef,1,1,6.027382,0.04085632,2.893556,-15.43757,356.8445,0.7945997,0.4685673,
sef,1,1,6.038127,0.04072287,2.893415,-15.43759,356.8196,0.7939384,0.4791165,
sef,1,1,6.049427,0.04070521,2.893411,-15.4376,356.8332,0.7903187,0.4806708,
sef,1,1,6.060247,0.04071428,2.89343,-15.4376,356.8314,0.7825195,0.479154,
sef,1,1,6.07156,0.04072954,2.893428,-15.43759,356.8252,0.7802677,0.4783041,
sef,1,1,6.083112,0.04091625,2.893152,-15.4375,356.8393,0.7879097,0.4612859,
sef,1,1,6.093738,0.04095498,2.893285,-15.43747,356.8448,0.7897872,0.4614743,
sef,1,1,6.105879,0.04097255,2.893276,-15.43746,356.8366,0.7900378,0.4601496,
sef,1,1,6.115854,0.04080559,2.893157,-15.43749,356.8337,0.7793722,0.4705491,
sef,1,1,6.126942,0.04079764,2.893134,-15.43749,356.8292,0.7915471,0.4650079,
sef,1,1,6.138031,0.04079919,2.89332,-15.43759,356.8392,0.7919506,0.4687962,
sef,1,1,6.149222,0.04081368,2.893316,-15.4376,356.8453,0.7894186,0.470229,
sef,1,1,6.160344,0.04082341,2.893332,-15.43761,356.8443,0.7832183,0.4681095,
sef,1,1,6.171433,0.04082706,2.893351,-15.43763,356.8323,0.7783943,0.4741155,
sef,1,1,6.183164,0.04070049,2.893735,-15.438,356.8151,0.7760013,0.4751621,
sef,1,1,6.193573,0.04066864,2.893737,-15.43801,356.8201,0.7888541,0.4718638,
sef,1,1,6.204679,0.04063,2.893774,-15.43804,356.8327,0.7976011,0.457648,
sef,1,1,6.215866,0.04065133,2.893477,-15.43789,356.8304,0.7989753,0.4609602,
sef,1,1,6.226763,0.04066074,2.893474,-15.43792,356.8172,0.7940276,0.4715967,
sef,1,1,6.23795,0.04064745,2.893545,-15.43789,356.8181,0.7919499,0.4661483,
sef,1,1,6.249784,0.04063337,2.893543,-15.4379,356.8268,0.7987969,0.4638632,
sef,1,1,6.260127,0.04058934,2.893509,-15.43783,356.8414,0.7857398,0.4700173,
sef,1,1,6.271288,0.04059067,2.8935,-15.43784,356.8274,0.7760919,0.4617157,
sef,1,1,6.282654,0.04080775,2.893397,-15.43775,356.828,0.7829637,0.4545026,
sef,1,1,6.293624,0.04081664,2.893392,-15.43776,356.8336,0.7845014,0.4620339,
sef,1,1,6.304826,0.04060574,2.893599,-15.4378,356.8383,0.7978322,0.462957,
sef,1,1,6.31572,0.04058979,2.89359,-15.43783,356.8434,0.7954569,0.4598358,
sef,1,1,6.326825,0.04057265,2.893574,-15.43783,356.8344,0.7976053,0.4621723,
sef,1,1,6.337964,0.04045834,2.893876,-15.43799,356.823,0.7880128,0.4537771,
sef,1,1,6.349215,0.04043692,2.89387,-15.43799,356.8163,0.7933355,0.4608406,
sef,1,1,6.360224,0.04042609,2.894152,-15.43817,356.832,0.7772948,0.4571096,
sef,1,1,6.371204,0.04041943,2.894163,-15.43818,356.8325,0.7772342,0.4543808,
sef,1,1,6.382328,0.04046422,2.894105,-15.43813,356.8232,0.7846618,0.4509408,
sef,1,1,6.393894,0.04046562,2.894143,-15.43816,356.8135,0.7802263,0.449268,
sef,1,1,6.404924,0.0405102,2.894079,-15.43808,356.8094,0.7802385,0.454854,
sef,1,1,6.415949,0.04049202,2.894144,-15.43812,356.82,0.7827331,0.4465563,
sef,1,1,6.42669,0.04049286,2.894172,-15.43813,356.8264,0.7872702,0.4587358,
sef,1,1,6.437901,0.04073615,2.893765,-15.43782,356.8235,0.7818839,0.4401674,
sef,1,1,6.449417,0.04075595,2.893779,-15.43782,356.8256,0.7759068,0.4376727,
sef,1,1,6.460006,0.04073287,2.894007,-15.43801,356.7999,0.7803128,0.4355142,
sef,1,1,6.471218,0.04072477,2.894032,-15.43804,356.8145,0.7820894,0.4346629,
sef,1,1,6.483006,0.04060818,2.894208,-15.43804,356.8275,0.7912332,0.4316737,
sef,1,1,6.493242,0.04050811,2.894095,-15.43805,356.8229,0.7882653,0.4324557,
sef,1,1,6.504881,0.04054298,2.893938,-15.43794,356.8227,0.778871,0.4409358,
sef,1,1,6.51591,0.04074765,2.893502,-15.43757,356.8411,0.7784533,0.4308538,
sef,1,1,6.528275,0.04076669,2.893486,-15.43757,356.8283,0.7735685,0.4271117,
sef,1,1,6.537804,0.04095413,2.893336,-15.43762,356.822,0.782082,0.4237573,
sef,1,1,6.548899,0.04098107,2.893336,-15.43762,356.8337,0.7829772,0.4200067,
sef,1,1,6.562732,0.04087919,2.893262,-15.4376,356.8296,0.7887425,0.4257059,
sef,1,1,6.571065,0.04089738,2.893239,-15.43759,356.83,0.7898381,0.4237393,
sef,1,1,6.581722,0.04074198,2.893421,-15.43767,356.834,0.7946687,0.4354722,
sef,1,1,6.592856,0.04074001,2.893423,-15.43768,356.8297,0.7949071,0.4310964,
sef,1,1,6.603946,0.04073388,2.893416,-15.43768,356.8235,0.795584,0.4320714,
sef,1,1,6.614958,0.04091765,2.893093,-15.43745,356.8299,0.8039796,0.4236377,
sef,1,1,6.626257,0.04092194,2.893086,-15.43744,356.8252,0.8017075,0.4311635,
sef,1,1,6.638351,0.04091284,2.89294,-15.43719,356.8312,0.7949847,0.4234868,
sef,1,1,6.648255,0.04090527,2.892932,-15.43717,356.8308,0.8052938,0.4261001,
sef,1,1,6.659503,0.04083536,2.892997,-15.43737,356.8288,0.8032037,0.4351286,
sef,1,1,6.670934,0.04085635,2.892974,-15.43737,356.8358,0.8003998,0.4277602,
sef,1,1,6.681634,0.04096494,2.892762,-15.43728,356.8303,0.8045635,0.4146661,
sef,1,1,6.692876,0.04080278,2.892835,-15.43747,356.8083,0.8056124,0.43466,
sef,1,1,6.703852,0.04081705,2.892809,-15.43747,356.8117,0.8048456,0.426038,
sef,1,1,6.715249,0.04064643,2.892858,-15.4376,356.8208,0.8063176,0.4447319,
sef,1,1,6.726393,0.04064542,2.892842,-15.43761,356.8144,0.8051665,0.4394681,
sef,1,1,6.737575,0.04072966,2.89279,-15.43749,356.8132,0.8185744,0.4468224,
sef,1,1,6.748647,0.04073675,2.892775,-15.4375,356.8065,0.8101469,0.4421284,
sef,1,1,6.759937,0.04080201,2.892889,-15.43745,356.8216,0.8113124,0.4489057,
sef,1,1,6.771002,0.04077983,2.892879,-15.43746,356.8182,0.8204514,0.4531465,
sef,1,1,6.782307,0.04077594,2.892869,-15.43746,356.8165,0.8198542,0.4515972,
sef,1,1,6.793639,0.04075108,2.893157,-15.43772,356.806,0.8127841,0.4530623,
sef,1,1,6.804072,0.04075693,2.893142,-15.43774,356.8159,0.8127416,0.4469086,
sef,1,1,6.815068,0.040649,2.893476,-15.43795,356.8062,0.8211522,0.4469087,
sef,1,1,6.826235,0.04066245,2.89346,-15.43797,356.8068,0.816238,0.4368691,
sef,1,1,6.837789,0.04063504,2.893548,-15.43782,356.8215,0.8197966,0.4527707,
sef,1,1,6.8485,0.04064055,2.893555,-15.43783,356.8201,0.8160864,0.4517796,
sef,1,1,6.859579,0.04044122,2.893691,-15.4381,356.809,0.8234319,0.4585172,
sef,1,1,6.870942,0.04041925,2.89369,-15.43813,356.8102,0.8244749,0.4562299,
sef,1,1,6.881715,0.04041447,2.893851,-15.43806,356.8267,0.8181168,0.4553676,
sef,1,1,6.892913,0.04045675,2.893842,-15.43814,356.805,0.8214837,0.4592848,
sef,1,1,6.904058,0.04044614,2.893843,-15.43816,356.799,0.8219296,0.4602039,
sef,1,1,6.915184,0.04058839,2.893706,-15.43795,356.824,0.820853,0.4448995,
sef,1,1,6.926332,0.04058736,2.893684,-15.43796,356.8128,0.814329,0.4428722,
sef,1,1,6.93831,0.04053984,2.893605,-15.43786,356.8136,0.8223683,0.4555303,
sef,1,1,6.948593,0.04053706,2.89363,-15.43786,356.8236,0.8179651,0.4510995,
sef,1,1,6.959824,0.04076543,2.893401,-15.43765,356.8169,0.8199002,0.4489658,
sef,1,1,6.972376,0.04077392,2.893412,-15.43766,356.8161,0.8216168,0.4457576,
sef,1,1,6.982282,0.04079099,2.893435,-15.43766,356.8149,0.8224422,0.4432019,
sef,1,1,6.993471,0.04066301,2.893399,-15.43765,356.8138,0.8272826,0.4562137,
sef,1,1,7.004522,0.04067369,2.893412,-15.43764,356.8199,0.8224381,0.4600165,
sef,1,1,7.016141,0.04067261,2.893486,-15.43775,356.8122,0.8329811,0.4476455,
sef,1,1,7.028297,0.04066871,2.893491,-15.43775,356.8061,0.8342175,0.4473715,
sef,1,1,7.037808,0.04062207,2.893511,-15.43777,356.805,0.8274799,0.4549026,
sef,1,1,7.048902,0.04062296,2.893516,-15.43777,356.8141,0.817686,0.4540641,
