0,0,0,0.02955692,2.694558,-15.60312,327.1839,86.99922,0.5493257,
0,0,0.02,0.02955692,2.694558,-15.60312,327.1839,86.99922,0.5493257,
0,0,0.3533334,0.02955454,2.694557,-15.60311,327.1847,86.99905,0.5494609,
0,0,0.4052085,0.029664,2.694478,-15.60365,327.1883,86.96313,0.5967631,
0,0,0.4153878,0.02963827,2.694409,-15.60354,327.1918,86.98083,0.6035299,
0,0,0.4188654,0.02966355,2.694352,-15.60356,327.1711,86.98537,0.5841408,
0,0,0.4301907,0.02965665,2.694343,-15.60358,327.1731,86.98107,0.5969405,
0,0,0.4410979,0.02960439,2.694426,-15.60351,327.1863,86.98759,0.5935864,
0,0,0.4524104,0.02961708,2.694429,-15.60353,327.1716,86.97795,0.5960993,
0,0,0.4633358,0.0296533,2.694368,-15.60362,327.1757,86.97073,0.6025541,
0,0,0.4744411,0.02964319,2.694365,-15.60362,327.1791,86.9792,0.5951771,
0,0,0.4855195,0.02960926,2.694399,-15.60355,327.1782,86.9752,0.6019638,
0,0,0.4965737,0.02961596,2.694405,-15.60352,327.1728,86.9778,0.6021935,
0,0,0.5086178,0.02959676,2.694401,-15.60353,327.1786,86.98013,0.6002526,
0,0,0.5189281,0.02958078,2.6944,-15.60351,327.1797,86.98687,0.5954046,
0,0,0.5303723,0.02955473,2.694408,-15.60354,327.1806,86.98148,0.599737,
0,0,0.5411605,0.02957564,2.694428,-15.60354,327.1694,86.98008,0.5934433,
0,0,0.5522255,0.02957198,2.694414,-15.60352,327.1741,86.9913,0.5865698,
0,0,0.5632917,0.02959604,2.694388,-15.60361,327.1844,86.98145,0.589932,
0,0,0.5745099,0.02959245,2.694384,-15.60361,327.181,86.99287,0.5898201,
0,0,0.5859599,0.02959829,2.694336,-15.60361,327.1781,86.99793,0.5850725,
0,0,0.5970843,0.02964613,2.694365,-15.60364,327.1841,86.98218,0.5946313,
0,0,0.6079109,0.02965335,2.694351,-15.60364,327.1751,86.99431,0.5811459,
0,0,0.6189513,0.0296604,2.694324,-15.60366,327.1786,87.00069,0.5906935,
0,0,0.630064,0.02965935,2.694324,-15.60369,327.1847,86.98625,0.5927987,
0,0,0.641075,0.02960902,2.694395,-15.60356,327.1807,86.98605,0.6050745,
0,0,0.6522754,0.02959352,2.694385,-15.60355,327.1816,86.99606,0.597818,
0,0,0.6641229,0.02959575,2.694431,-15.60354,327.1778,86.99354,0.5937346,
0,0,0.6744444,0.02961809,2.694496,-15.6035,327.1828,87.00005,0.5820562,
0,0,0.6856759,0.02962928,2.6945,-15.60349,327.1799,86.99625,0.5941495,
0,0,0.6966352,0.02962638,2.694425,-15.60359,327.1738,86.99168,0.5943632,
0,0,0.7081941,0.02960508,2.694443,-15.6036,327.1887,87.00182,0.5967624,
0,0,0.7188674,0.02964413,2.694419,-15.6036,327.184,87.00277,0.5888823,
0,0,0.7298295,0.02964766,2.694435,-15.60362,327.1857,87.00553,0.5941879,
0,0,0.7411445,0.0296658,2.694431,-15.60362,327.1803,87.0087,0.5813782,
0,0,0.7522094,0.02967934,2.694425,-15.60364,327.1803,86.99245,0.6002128,
0,0,0.7632896,0.02966871,2.694463,-15.60356,327.1777,86.99397,0.594412,
0,0,0.7744517,0.02966259,2.694478,-15.60355,327.1878,87.00909,0.5869226,
0,0,0.7859082,0.02970118,2.69445,-15.60364,327.1838,86.99834,0.5990934,
0,0,0.7967129,0.02968639,2.694509,-15.60356,327.1776,87.00409,0.5908592,
0,0,0.8078249,0.02968547,2.694506,-15.60356,327.1716,87.00198,0.5891554,
0,0,0.8191925,0.02962421,2.694555,-15.60353,327.1811,86.98675,0.60434,
0,0,0.8300434,0.02961536,2.694552,-15.60351,327.1804,86.99791,0.5945566,
0,0,0.8410586,0.02965186,2.694477,-15.6036,327.1733,87.00123,0.5944477,
0,0,0.852277,0.02964774,2.694465,-15.60358,327.1779,87.0131,0.5880266,
0,0,0.8640559,0.02962749,2.694418,-15.60363,327.1847,86.99963,0.5879244,
0,0,0.8743631,0.02960125,2.694445,-15.60365,327.1841,87.00817,0.5836247,
0,0,0.8853983,0.02962177,2.694416,-15.60367,327.1662,86.9901,0.5883622,
0,0,0.8966811,0.02959554,2.694416,-15.60365,327.1721,87.01047,0.588585,
0,0,0.9077985,0.02959767,2.694418,-15.60366,327.1714,86.99911,0.6007702,
0,0,0.9188257,0.02956423,2.694508,-15.60353,327.1782,87.00382,0.5850089,
0,0,0.9300098,0.02956349,2.694508,-15.60354,327.1715,86.99522,0.5951527,
0,0,0.9412774,0.0295944,2.694491,-15.60366,327.1778,87.00717,0.5876834,
0,0,0.952104,0.02961539,2.694443,-15.60365,327.1703,87.00524,0.5933072,
0,0,0.9636415,0.02960637,2.694412,-15.60368,327.1769,86.99446,0.61382,
0,0,0.974555,0.02960497,2.694395,-15.60366,327.1714,86.99688,0.605172,
0,0,0.9853477,0.02959283,2.694399,-15.60366,327.1785,86.99091,0.5973431,
0,0,0.9966207,0.02959574,2.694371,-15.60365,327.1713,86.99189,0.610877,
0,0,1.00831,0.02957159,2.694363,-15.60366,327.175,86.99359,0.6124609,
0,0,1.019524,0.02958239,2.6944,-15.60359,327.1794,86.98502,0.6158059,
0,0,1.030121,0.02958062,2.694391,-15.60358,327.1677,86.99316,0.6003237,
0,0,1.043662,0.02966289,2.694448,-15.60361,327.1706,86.98728,0.6098415,
0,0,1.052424,0.02963478,2.694454,-15.60361,327.1736,86.98933,0.6111396,
0,0,1.063353,0.02966938,2.694415,-15.60365,327.1693,86.99897,0.6055952,
0,0,1.075225,0.02966478,2.694395,-15.60368,327.1811,86.99409,0.6081704,
0,0,1.086009,0.02966913,2.694367,-15.60368,327.1748,86.99361,0.6061853,
0,0,1.09706,0.0296218,2.694396,-15.60367,327.1817,87.0025,0.6031916,
0,0,1.109404,0.02960585,2.694399,-15.60368,327.1827,86.99841,0.6145274,
0,0,1.123965,0.02967584,2.6944,-15.60373,327.1829,86.99547,0.6150261,
0,0,1.135274,0.02964013,2.694448,-15.60362,327.1812,86.99111,0.6192906,
0,0,1.146029,0.0296422,2.694438,-15.60361,327.1748,86.99364,0.611329,
0,0,1.157283,0.02963491,2.694497,-15.60362,327.1903,86.98037,0.6263,
0,0,1.169854,0.02962982,2.694492,-15.60362,327.1853,86.98682,0.6175187,
0,0,1.179837,0.02961512,2.694478,-15.60362,327.1848,86.98637,0.6122414,
0,0,1.190818,0.02960791,2.694473,-15.60361,327.1882,86.98978,0.6129898,
0,0,1.201752,0.0296248,2.694442,-15.60365,327.176,86.99918,0.6127269,
0,0,1.214172,0.02959689,2.694467,-15.60364,327.184,87.00472,0.6060008,
0,0,1.223835,0.02962849,2.694472,-15.60367,327.1865,86.99476,0.6019952,
0,0,1.236049,0.02964954,2.694464,-15.60366,327.1831,86.9988,0.6030663,
0,0,1.246219,0.029617,2.694494,-15.60359,327.1783,86.99582,0.6077628,
